,dist_code,district,month,sector,investment in cr,number_of_employees
1561,19_4,Kumurambheem Asifabad,01-09-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.17,10
1562,19_4,Kumurambheem Asifabad,01-09-2020,Engineering,0.05,5
1563,19_4,Kumurambheem Asifabad,01-09-2020,Food Processing,0.31,16
1564,19_4,Kumurambheem Asifabad,01-09-2020,Plastic and Rubber,0.16,8
1565,19_4,Kumurambheem Asifabad,01-10-2020,Textiles,0.415,25
1566,19_4,Kumurambheem Asifabad,01-10-2020,Others,0.11,5
1567,19_4,Kumurambheem Asifabad,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.675,31
1568,19_4,Kumurambheem Asifabad,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.46,26
1569,19_4,Kumurambheem Asifabad,01-11-2020,Food Processing,0.11,9
1570,19_4,Kumurambheem Asifabad,01-12-2020,Food Processing,0.21,5
1571,19_4,Kumurambheem Asifabad,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.435,28
1572,19_4,Kumurambheem Asifabad,01-01-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.18,10
1573,19_4,Kumurambheem Asifabad,01-01-2021,Beverages,0.18,3
1574,19_4,Kumurambheem Asifabad,01-01-2021,Food Processing,0.295,8
1575,19_4,Kumurambheem Asifabad,01-02-2021,Food Processing,0.8582,6
1576,19_4,Kumurambheem Asifabad,01-02-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.785,44
1577,19_4,Kumurambheem Asifabad,01-03-2021,Food Processing,3.3782,166
1578,19_4,Kumurambheem Asifabad,01-03-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.19,21
1579,19_4,Kumurambheem Asifabad,01-04-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.34,17
1580,19_4,Kumurambheem Asifabad,01-05-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,20
1581,19_4,Kumurambheem Asifabad,01-06-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,15
1582,19_4,Kumurambheem Asifabad,01-10-2021,Food Processing,0.23,9
1583,19_4,Kumurambheem Asifabad,01-10-2021,Granite and Stone Crushing,1.0325,30
1584,19_4,Kumurambheem Asifabad,01-11-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.175,10
1585,19_4,Kumurambheem Asifabad,01-11-2021,Engineering,0.155,5
1586,19_4,Kumurambheem Asifabad,01-12-2021,Engineering,0.7645,10
1587,19_4,Kumurambheem Asifabad,01-12-2021,Food Processing,0.689,19
1588,19_4,Kumurambheem Asifabad,01-12-2021,Others,0.08,50
1589,19_4,Kumurambheem Asifabad,01-01-2022,Pharmaceuticals and Chemicals,3.0,10
1590,19_4,Kumurambheem Asifabad,01-02-2022,Food Processing,0.23,100
1591,19_4,Kumurambheem Asifabad,01-03-2022,Engineering,1.51,10
1592,19_4,Kumurambheem Asifabad,01-03-2022,Electrical and Electronic Products,0.155,10
1593,19_4,Kumurambheem Asifabad,01-03-2022,Food Processing,0.25,10
1594,19_4,Kumurambheem Asifabad,01-04-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.145,10
1595,19_4,Kumurambheem Asifabad,01-04-2022,Food Processing,0.6799,9
1596,19_4,Kumurambheem Asifabad,01-05-2022,Food Processing,0.65,11
1597,19_4,Kumurambheem Asifabad,01-06-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,25
1598,19_4,Kumurambheem Asifabad,01-06-2022,Food Processing,1.1518,20
1599,19_4,Kumurambheem Asifabad,01-08-2022,Beverages,0.8501,6
1600,19_4,Kumurambheem Asifabad,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.115,10
1601,19_4,Kumurambheem Asifabad,01-12-2022,Food Processing,0.92,10
1602,19_4,Kumurambheem Asifabad,01-12-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.34,20
1603,19_4,Kumurambheem Asifabad,01-02-2023,Food Processing,2.52,32
1604,19_4,Kumurambheem Asifabad,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.23,10
1605,21_5,Mahabubabad,01-04-2019,Electrical and Electronic Products,0.12,5
1606,21_5,Mahabubabad,01-05-2019,Agro based incl Cold Storages,0.275,9
1607,21_5,Mahabubabad,01-05-2019,Engineering,0.035,5
1608,21_5,Mahabubabad,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,15
1609,21_5,Mahabubabad,01-05-2019,Textiles,0.11,5
1610,21_5,Mahabubabad,01-05-2019,Pharmaceuticals and Chemicals,0.0275,5
1611,21_5,Mahabubabad,01-05-2019,Granite and Stone Crushing,0.52,15
1612,21_5,Mahabubabad,01-06-2019,Wood and Leather,0.03,5
1613,21_5,Mahabubabad,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.035,10
1614,21_5,Mahabubabad,01-06-2019,Agro based incl Cold Storages,0.035,5
1615,21_5,Mahabubabad,01-07-2019,Beverages,0.11,2
1616,21_5,Mahabubabad,01-07-2019,Food Processing,0.5384,20
1617,21_5,Mahabubabad,01-08-2019,Agro based incl Cold Storages,0.07,5
1618,21_5,Mahabubabad,01-08-2019,Textiles,0.017,4
1619,21_5,Mahabubabad,01-08-2019,Wood and Leather,0.035,5
1620,21_5,Mahabubabad,01-09-2019,Food Processing,14.9262,60
1621,21_5,Mahabubabad,01-09-2019,Agro based incl Cold Storages,0.15,4
1622,21_5,Mahabubabad,01-10-2019,Agro based incl Cold Storages,0.101,5
1623,21_5,Mahabubabad,01-10-2019,Textiles,0.032,10
1624,21_5,Mahabubabad,01-10-2019,Food Processing,4.016,55
1625,21_5,Mahabubabad,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.062,18
1626,21_5,Mahabubabad,01-11-2019,Agro based incl Cold Storages,0.051,5
1627,21_5,Mahabubabad,01-12-2019,Agro based incl Cold Storages,0.061,5
1628,21_5,Mahabubabad,01-12-2019,Food Processing,2.473,44
1629,21_5,Mahabubabad,01-12-2019,Granite and Stone Crushing,1.5272,50
1630,21_5,Mahabubabad,01-01-2020,Agro based incl Cold Storages,0.055,5
1631,21_5,Mahabubabad,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.071,5
1632,21_5,Mahabubabad,01-01-2020,Food Processing,0.2721,11
1633,21_5,Mahabubabad,01-01-2020,Granite and Stone Crushing,0.131,10
1634,21_5,Mahabubabad,01-02-2020,Agro based incl Cold Storages,0.176,10
1635,21_5,Mahabubabad,01-02-2020,Food Processing,0.191,7
1636,21_5,Mahabubabad,01-02-2020,Granite and Stone Crushing,1.0288,20
1637,21_5,Mahabubabad,01-03-2020,Textiles,0.077,3
1638,21_5,Mahabubabad,01-03-2020,Granite and Stone Crushing,2.035,25
1639,21_5,Mahabubabad,01-03-2020,Paper and Printing,0.0705,5
1640,21_5,Mahabubabad,01-03-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.071,5
1641,21_5,Mahabubabad,01-03-2020,Agro based incl Cold Storages,1.6194,25
1642,21_5,Mahabubabad,01-04-2020,Agro based incl Cold Storages,0.056,5
1643,21_5,Mahabubabad,01-05-2020,Food Processing,3.0,8
1644,21_5,Mahabubabad,01-05-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.071,5
1645,21_5,Mahabubabad,01-06-2020,Agro based incl Cold Storages,0.15,5
1646,21_5,Mahabubabad,01-06-2020,Beverages,0.036,0
1647,21_5,Mahabubabad,01-06-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,10
1648,21_5,Mahabubabad,01-06-2020,Food Processing,0.097,5
1649,21_5,Mahabubabad,01-06-2020,Granite and Stone Crushing,0.158,10
1650,21_5,Mahabubabad,01-07-2020,Agro based incl Cold Storages,0.216,10
1651,21_5,Mahabubabad,01-07-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.253,18
1652,21_5,Mahabubabad,01-07-2020,Engineering,0.041,3
1653,21_5,Mahabubabad,01-07-2020,Textiles,0.046,3
1654,21_5,Mahabubabad,01-07-2020,Wood and Leather,0.041,3
1655,21_5,Mahabubabad,01-08-2020,Agro based incl Cold Storages,0.06,5
1656,21_5,Mahabubabad,01-08-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.036,5
1657,21_5,Mahabubabad,01-08-2020,Wood and Leather,0.052,7
1658,21_5,Mahabubabad,01-09-2020,Beverages,0.051,5
1659,21_5,Mahabubabad,01-09-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.111,5
1660,21_5,Mahabubabad,01-09-2020,Engineering,0.161,14
1661,21_5,Mahabubabad,01-09-2020,Food Processing,6.197,33
1662,21_5,Mahabubabad,01-09-2020,Granite and Stone Crushing,1.52,10
1663,21_5,Mahabubabad,01-09-2020,Textiles,0.128,11
1664,21_5,Mahabubabad,01-09-2020,Agro based incl Cold Storages,0.471,12
1665,21_5,Mahabubabad,01-10-2020,Beverages,0.041,3
1666,21_5,Mahabubabad,01-10-2020,Agro based incl Cold Storages,0.471,27
1667,21_5,Mahabubabad,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.085,4
1668,21_5,Mahabubabad,01-10-2020,Food Processing,2.06,120
1669,21_5,Mahabubabad,01-10-2020,Solar and Other Renewable Energy,0.77,10
1670,21_5,Mahabubabad,01-10-2020,Wood and Leather,0.0455,5
1671,21_5,Mahabubabad,01-11-2020,Agro based incl Cold Storages,0.151,13
1672,21_5,Mahabubabad,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,10
1673,21_5,Mahabubabad,01-11-2020,Engineering,0.04,2
1674,21_5,Mahabubabad,01-11-2020,Food Processing,2.05,24
1675,21_5,Mahabubabad,01-11-2020,Granite and Stone Crushing,0.0783,5
1676,21_5,Mahabubabad,01-11-2020,Textiles,0.046,5
1677,21_5,Mahabubabad,01-11-2020,Wood and Leather,0.081,8
1678,21_5,Mahabubabad,01-12-2020,Agro based incl Cold Storages,0.597,17
1679,21_5,Mahabubabad,01-12-2020,Beverages,0.05,3
1680,21_5,Mahabubabad,01-12-2020,Engineering,0.14,8
1681,21_5,Mahabubabad,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.39,22
1682,21_5,Mahabubabad,01-12-2020,Textiles,0.07,3
1683,21_5,Mahabubabad,01-12-2020,Wood and Leather,0.0835,6
1684,21_5,Mahabubabad,01-01-2021,Agro based incl Cold Storages,0.51,9
1685,21_5,Mahabubabad,01-01-2021,Pharmaceuticals and Chemicals,0.612,8
1686,21_5,Mahabubabad,01-01-2021,Wood and Leather,0.06,3
1687,21_5,Mahabubabad,01-01-2021,Textiles,0.05,5
1688,21_5,Mahabubabad,01-01-2021,Food Processing,1.315,15
1689,21_5,Mahabubabad,01-02-2021,Agro based incl Cold Storages,1.045,29
1690,21_5,Mahabubabad,01-02-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.325,21
1691,21_5,Mahabubabad,01-02-2021,Engineering,0.085,5
1692,21_5,Mahabubabad,01-02-2021,Plastic and Rubber,0.09,5
1693,21_5,Mahabubabad,01-02-2021,Wood and Leather,0.1435,7
1694,21_5,Mahabubabad,01-03-2021,Engineering,0.085,5
1695,21_5,Mahabubabad,01-03-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.45,14
1696,21_5,Mahabubabad,01-03-2021,Beverages,0.83,20
1697,21_5,Mahabubabad,01-03-2021,Agro based incl Cold Storages,2.0023,23
1698,21_5,Mahabubabad,01-03-2021,Wood and Leather,0.1248,9
1699,21_5,Mahabubabad,01-03-2021,Textiles,0.08,3
1700,21_5,Mahabubabad,01-03-2021,Granite and Stone Crushing,1.3,30
1701,21_5,Mahabubabad,01-03-2021,Food Processing,0.265,5
1702,21_5,Mahabubabad,01-04-2021,Agro based incl Cold Storages,0.162,4
1703,21_5,Mahabubabad,01-04-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,10
1704,21_5,Mahabubabad,01-04-2021,Food Processing,1.2,25
1705,21_5,Mahabubabad,01-05-2021,Food Processing,0.085,4
1706,21_5,Mahabubabad,01-05-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.06,5
1707,21_5,Mahabubabad,01-05-2021,Beverages,0.06,3
1708,21_5,Mahabubabad,01-05-2021,Agro based incl Cold Storages,2.475,28
1709,21_5,Mahabubabad,01-07-2021,Agro based incl Cold Storages,0.22,15
1710,21_5,Mahabubabad,01-07-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0925,5
1711,21_5,Mahabubabad,01-07-2021,Food Processing,0.4814,15
1712,21_5,Mahabubabad,01-07-2021,Granite and Stone Crushing,0.13,15
1713,21_5,Mahabubabad,01-07-2021,Wood and Leather,0.19,14
1714,21_5,Mahabubabad,01-07-2021,Engineering,0.07,4
1715,21_5,Mahabubabad,01-08-2021,Agro based incl Cold Storages,0.145,8
1716,21_5,Mahabubabad,01-08-2021,Wood and Leather,0.05,4
1717,21_5,Mahabubabad,01-08-2021,Granite and Stone Crushing,2.938,10
1718,21_5,Mahabubabad,01-08-2021,Beverages,0.07,3
1719,21_5,Mahabubabad,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,5
1720,21_5,Mahabubabad,01-08-2021,Food Processing,0.542,14
1721,21_5,Mahabubabad,01-09-2021,Food Processing,2.425,55
1722,21_5,Mahabubabad,01-09-2021,Wood and Leather,0.535,25
1723,21_5,Mahabubabad,01-09-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,5
1724,21_5,Mahabubabad,01-09-2021,Engineering,0.3366,15
1725,21_5,Mahabubabad,01-09-2021,Agro based incl Cold Storages,0.73,8
1726,21_5,Mahabubabad,01-09-2021,Granite and Stone Crushing,8.105,29
1727,21_5,Mahabubabad,01-09-2021,Textiles,0.095,3
1728,21_5,Mahabubabad,01-10-2021,Beverages,0.09,4
1729,21_5,Mahabubabad,01-10-2021,Agro based incl Cold Storages,0.1,5
1730,21_5,Mahabubabad,01-10-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2884,16
1731,21_5,Mahabubabad,01-10-2021,Engineering,0.07,4
1732,21_5,Mahabubabad,01-10-2021,Food Processing,0.671,23
1733,21_5,Mahabubabad,01-10-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.09,10
1734,21_5,Mahabubabad,01-10-2021,Wood and Leather,0.1514,9
1735,21_5,Mahabubabad,01-11-2021,Beverages,0.11,5
1736,21_5,Mahabubabad,01-11-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.183,10
1737,21_5,Mahabubabad,01-11-2021,Food Processing,4.525,54
1738,21_5,Mahabubabad,01-11-2021,Wood and Leather,0.116,2
1739,21_5,Mahabubabad,01-12-2021,Wood and Leather,0.13,2
1740,21_5,Mahabubabad,01-12-2021,Others,0.87,8
1741,21_5,Mahabubabad,01-12-2021,Food Processing,1.86,30
1742,21_5,Mahabubabad,01-01-2022,Agro based incl Cold Storages,9.6112,15
1743,21_5,Mahabubabad,01-01-2022,Granite and Stone Crushing,1.9,18
1744,21_5,Mahabubabad,01-01-2022,Wood and Leather,0.135,8
1745,21_5,Mahabubabad,01-02-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.17,8
1746,21_5,Mahabubabad,01-02-2022,Wood and Leather,0.07,4
1747,21_5,Mahabubabad,01-02-2022,Others,0.75,9
1748,21_5,Mahabubabad,01-02-2022,Food Processing,3.81,22
1749,21_5,Mahabubabad,01-03-2022,Food Processing,1.0,9
1750,21_5,Mahabubabad,01-03-2022,Wood and Leather,0.11,5
1751,21_5,Mahabubabad,01-03-2022,Others,1.05,6
1752,21_5,Mahabubabad,01-04-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.105,5
1753,21_5,Mahabubabad,01-04-2022,Food Processing,0.17,3
1754,21_5,Mahabubabad,01-04-2022,Engineering,0.095,3
1755,21_5,Mahabubabad,01-04-2022,Granite and Stone Crushing,0.986,8
1756,21_5,Mahabubabad,01-04-2022,Wood and Leather,0.147,8
1757,21_5,Mahabubabad,01-04-2022,Beverages,0.1,4
1758,21_5,Mahabubabad,01-05-2022,Wood and Leather,0.2,7
1759,21_5,Mahabubabad,01-05-2022,Granite and Stone Crushing,0.99,6
1760,21_5,Mahabubabad,01-05-2022,Food Processing,0.11,2
1761,21_5,Mahabubabad,01-05-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.39,9
1762,21_5,Mahabubabad,01-05-2022,Engineering,0.97,9
1763,21_5,Mahabubabad,01-06-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.11,3
1764,21_5,Mahabubabad,01-06-2022,Engineering,0.065,3
1765,21_5,Mahabubabad,01-06-2022,Food Processing,0.087,6
1766,21_5,Mahabubabad,01-07-2022,Granite and Stone Crushing,0.47,15
1767,21_5,Mahabubabad,01-07-2022,Textiles,0.165,8
1768,21_5,Mahabubabad,01-07-2022,Food Processing,1.22,12
1769,21_5,Mahabubabad,01-07-2022,Others,0.715,18
1770,21_5,Mahabubabad,01-08-2022,Others,0.87,8
1771,21_5,Mahabubabad,01-08-2022,Granite and Stone Crushing,0.16,15
1772,21_5,Mahabubabad,01-08-2022,Food Processing,1.15,11
1773,21_5,Mahabubabad,01-08-2022,Wood and Leather,0.055,3
1774,21_5,Mahabubabad,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.64,9
1775,21_5,Mahabubabad,01-09-2022,Granite and Stone Crushing,0.255,15
1776,21_5,Mahabubabad,01-09-2022,Wood and Leather,0.078,5
1777,21_5,Mahabubabad,01-10-2022,Food Processing,1.054,9
1778,21_5,Mahabubabad,01-10-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.351,13
1779,21_5,Mahabubabad,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.067,4
1780,21_5,Mahabubabad,01-12-2022,Food Processing,43.03,40
1781,21_5,Mahabubabad,01-12-2022,Others,0.25,10
1782,21_5,Mahabubabad,01-01-2023,Wood and Leather,0.07,5
1783,21_5,Mahabubabad,01-01-2023,Food Processing,1.23,15
1784,21_5,Mahabubabad,01-01-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4
1785,21_5,Mahabubabad,01-02-2023,Food Processing,2.575,29
1786,21_5,Mahabubabad,01-02-2023,Granite and Stone Crushing,0.95,12
1787,21_5,Mahabubabad,01-03-2023,Granite and Stone Crushing,3.65,15
1788,21_5,Mahabubabad,01-03-2023,Wood and Leather,0.09,2
1789,21_5,Mahabubabad,01-03-2023,Food Processing,4.7,31
1790,21_5,Mahabubabad,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.186,8
1791,14_1,Mahabubnagar,01-04-2019,Engineering,2.32,15
1792,14_1,Mahabubnagar,01-04-2019,Paper and Printing,14.4,305
1793,14_1,Mahabubnagar,01-05-2019,Pharmaceuticals and Chemicals,66.9,190
1794,14_1,Mahabubnagar,01-05-2019,Granite and Stone Crushing,0.0,1000
1795,14_1,Mahabubnagar,01-05-2019,Food Processing,3.78,90
1796,14_1,Mahabubnagar,01-05-2019,Electrical and Electronic Products,10.67,30
1797,14_1,Mahabubnagar,01-06-2019,Pharmaceuticals and Chemicals,0.2475,8
1798,14_1,Mahabubnagar,01-06-2019,Plastic and Rubber,90.5231,200
1799,14_1,Mahabubnagar,01-07-2019,R&D,135.0,150
1800,14_1,Mahabubnagar,01-07-2019,Plastic and Rubber,0.6819,10
1801,14_1,Mahabubnagar,01-07-2019,Agro based incl Cold Storages,0.0,10
1802,14_1,Mahabubnagar,01-08-2019,Granite and Stone Crushing,0.01,15
1803,14_1,Mahabubnagar,01-09-2019,Wood and Leather,0.31,60
1804,14_1,Mahabubnagar,01-09-2019,R&D,190.0581,1650
1805,14_1,Mahabubnagar,01-09-2019,Pharmaceuticals and Chemicals,770.97,0
1806,14_1,Mahabubnagar,01-09-2019,Paper and Printing,0.8,2
1807,14_1,Mahabubnagar,01-09-2019,Granite and Stone Crushing,1.0,30
1808,14_1,Mahabubnagar,01-10-2019,R&D,1.85,700
1809,14_1,Mahabubnagar,01-10-2019,Pharmaceuticals and Chemicals,17.12,480
1810,14_1,Mahabubnagar,01-10-2019,Food Processing,105.005,80
1811,14_1,Mahabubnagar,01-10-2019,Engineering,0.4062,13
1812,14_1,Mahabubnagar,01-10-2019,Agro based incl Cold Storages,0.5538,3
1813,14_1,Mahabubnagar,01-11-2019,Textiles,0.3695,4
1814,14_1,Mahabubnagar,01-11-2019,Plastic and Rubber,2.556,38
1815,14_1,Mahabubnagar,01-11-2019,Pharmaceuticals and Chemicals,45.0,450
1816,14_1,Mahabubnagar,01-11-2019,Paper and Printing,0.5145,50
1817,14_1,Mahabubnagar,01-11-2019,Others,0.6811,10
1818,14_1,Mahabubnagar,01-11-2019,Granite and Stone Crushing,4.25,50
1819,14_1,Mahabubnagar,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,8
1820,14_1,Mahabubnagar,01-11-2019,Food Processing,65.0591,96
1821,14_1,Mahabubnagar,01-12-2019,Agro based incl Cold Storages,0.0,2
1822,14_1,Mahabubnagar,01-12-2019,Engineering,13.685,121
1823,14_1,Mahabubnagar,01-01-2020,Textiles,2.5,45
1824,14_1,Mahabubnagar,01-01-2020,Plastic and Rubber,146.25,250
1825,14_1,Mahabubnagar,01-01-2020,Pharmaceuticals and Chemicals,1.06,10
1826,14_1,Mahabubnagar,01-01-2020,Agro based incl Cold Storages,3.49,10
1827,14_1,Mahabubnagar,01-01-2020,Engineering,9.4745,205
1828,14_1,Mahabubnagar,01-02-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,20
1829,14_1,Mahabubnagar,01-02-2020,Paper and Printing,3.83,15
1830,14_1,Mahabubnagar,01-02-2020,Others,3.38,40
1831,14_1,Mahabubnagar,01-02-2020,Food Processing,3.3559,22
1832,14_1,Mahabubnagar,01-02-2020,Electrical and Electronic Products,1.3991,29
1833,14_1,Mahabubnagar,01-03-2020,Solar and Other Renewable Energy,0.95,15
1834,14_1,Mahabubnagar,01-04-2020,Granite and Stone Crushing,48.28,0
1835,14_1,Mahabubnagar,01-04-2020,Food Processing,0.8,23
1836,14_1,Mahabubnagar,01-05-2020,Agro based incl Cold Storages,7.2478,35
1837,14_1,Mahabubnagar,01-06-2020,Agro based incl Cold Storages,1.2838,0
1838,14_1,Mahabubnagar,01-06-2020,Engineering,0.6891,18
1839,14_1,Mahabubnagar,01-06-2020,Wood and Leather,4.8396,12
1840,14_1,Mahabubnagar,01-07-2020,Agro based incl Cold Storages,11.9338,32
1841,14_1,Mahabubnagar,01-07-2020,Food Processing,0.41,9
1842,14_1,Mahabubnagar,01-07-2020,Paper and Printing,0.25,10
1843,14_1,Mahabubnagar,01-07-2020,Plastic and Rubber,0.5,20
1844,14_1,Mahabubnagar,01-07-2020,Pharmaceuticals and Chemicals,21.3417,145
1845,14_1,Mahabubnagar,01-08-2020,Food Processing,4.048,30
1846,14_1,Mahabubnagar,01-08-2020,Engineering,2.3445,68
1847,14_1,Mahabubnagar,01-08-2020,Agro based incl Cold Storages,2.28,10
1848,14_1,Mahabubnagar,01-09-2020,Wood and Leather,0.7499,9
1849,14_1,Mahabubnagar,01-09-2020,R&D,3.625,50
1850,14_1,Mahabubnagar,01-10-2020,Engineering,10.4324,148
1851,14_1,Mahabubnagar,01-10-2020,Food Processing,0.48,10
1852,14_1,Mahabubnagar,01-10-2020,Plastic and Rubber,9.0425,37
1853,14_1,Mahabubnagar,01-11-2020,Agro based incl Cold Storages,0.2,100
1854,14_1,Mahabubnagar,01-11-2020,Solar and Other Renewable Energy,595.802,40
1855,14_1,Mahabubnagar,01-11-2020,Pharmaceuticals and Chemicals,3.9681,150
1856,14_1,Mahabubnagar,01-12-2020,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.66,6
1857,14_1,Mahabubnagar,01-12-2020,Agro based incl Cold Storages,10.8574,60
1858,14_1,Mahabubnagar,01-12-2020,Electrical and Electronic Products,0.99,20
1859,14_1,Mahabubnagar,01-12-2020,Food Processing,0.0,20
1860,14_1,Mahabubnagar,01-12-2020,R&D,4.045,50
1861,14_1,Mahabubnagar,01-01-2021,Pharmaceuticals and Chemicals,0.64,21
1862,14_1,Mahabubnagar,01-01-2021,Others,0.25,25
1863,14_1,Mahabubnagar,01-01-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.8,10
1864,14_1,Mahabubnagar,01-02-2021,Engineering,0.5436,13
1865,14_1,Mahabubnagar,01-02-2021,Granite and Stone Crushing,0.96,20
1866,14_1,Mahabubnagar,01-02-2021,R&D,8.5104,55
1867,14_1,Mahabubnagar,01-02-2021,Agro based incl Cold Storages,0.935,9
