,dist_code,district,month,sector,investment in cr,number_of_employees
3051,23_1,Nalgonda,01-05-2021,Beverages,0.0281,2
3052,23_1,Nalgonda,01-05-2021,Agro based incl Cold Storages,0.36,8
3053,23_1,Nalgonda,01-06-2021,Pharmaceuticals and Chemicals,112.2,600
3054,23_1,Nalgonda,01-06-2021,Food Processing,2.9,40
3055,23_1,Nalgonda,01-06-2021,Agro based incl Cold Storages,0.24,6
3056,23_1,Nalgonda,01-07-2021,Paper and Printing,0.3,8
3057,23_1,Nalgonda,01-07-2021,Food Processing,4.1655,28
3058,23_1,Nalgonda,01-07-2021,Engineering,13.9904,125
3059,23_1,Nalgonda,01-07-2021,Plastic and Rubber,0.4901,10
3060,23_1,Nalgonda,01-07-2021,Pharmaceuticals and Chemicals,457.737,2000
3061,23_1,Nalgonda,01-07-2021,Agro based incl Cold Storages,3.81,41
3062,23_1,Nalgonda,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,4
3063,23_1,Nalgonda,01-08-2021,Engineering,11.6389,69
3064,23_1,Nalgonda,01-08-2021,Food Processing,3.07,37
3065,23_1,Nalgonda,01-08-2021,Beverages,0.2,3
3066,23_1,Nalgonda,01-08-2021,Agro based incl Cold Storages,1.05,21
3067,23_1,Nalgonda,01-09-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,5
3068,23_1,Nalgonda,01-09-2021,Agro based incl Cold Storages,0.85,20
3069,23_1,Nalgonda,01-09-2021,Granite and Stone Crushing,0.497,5
3070,23_1,Nalgonda,01-09-2021,Pharmaceuticals and Chemicals,7.0,300
3071,23_1,Nalgonda,01-09-2021,Food Processing,19.9406,68
3072,23_1,Nalgonda,01-10-2021,Food Processing,1.3489,31
3073,23_1,Nalgonda,01-10-2021,Others,0.25,8
3074,23_1,Nalgonda,01-10-2021,Pharmaceuticals and Chemicals,14.3971,650
3075,23_1,Nalgonda,01-10-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,4
3076,23_1,Nalgonda,01-10-2021,Engineering,0.17,7
3077,23_1,Nalgonda,01-10-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.7695,29
3078,23_1,Nalgonda,01-10-2021,Wood and Leather,0.1708,4
3079,23_1,Nalgonda,01-11-2021,Food Processing,7.8212,85
3080,23_1,Nalgonda,01-11-2021,Solar and Other Renewable Energy,7.7,20
3081,23_1,Nalgonda,01-11-2021,Plastic and Rubber,0.5,10
3082,23_1,Nalgonda,01-11-2021,Pharmaceuticals and Chemicals,42.2,250
3083,23_1,Nalgonda,01-12-2021,Food Processing,0.45,15
3084,23_1,Nalgonda,01-12-2021,Others,341.968,1000
3085,23_1,Nalgonda,01-12-2021,Pharmaceuticals and Chemicals,24.9554,60
3086,23_1,Nalgonda,01-12-2021,Plastic and Rubber,0.5,10
3087,23_1,Nalgonda,01-01-2022,Others,0.41,6
3088,23_1,Nalgonda,01-01-2022,Agro based incl Cold Storages,2.0,12
3089,23_1,Nalgonda,01-01-2022,Food Processing,0.97,19
3090,23_1,Nalgonda,01-01-2022,Pharmaceuticals and Chemicals,1.0131,12
3091,23_1,Nalgonda,01-01-2022,Plastic and Rubber,0.46,16
3092,23_1,Nalgonda,01-02-2022,Others,0.25,6
3093,23_1,Nalgonda,01-02-2022,Food Processing,3.6,21
3094,23_1,Nalgonda,01-02-2022,Pharmaceuticals and Chemicals,27.0,75
3095,23_1,Nalgonda,01-02-2022,Plastic and Rubber,2.0,30
3096,23_1,Nalgonda,01-03-2022,Beverages,0.14,3
3097,23_1,Nalgonda,01-03-2022,Agro based incl Cold Storages,0.99,10
3098,23_1,Nalgonda,01-03-2022,Food Processing,0.44,10
3099,23_1,Nalgonda,01-04-2022,Pharmaceuticals and Chemicals,0.12,1
3100,23_1,Nalgonda,01-04-2022,Engineering,0.03,3
3101,23_1,Nalgonda,01-04-2022,Agro based incl Cold Storages,1.0,4
3102,23_1,Nalgonda,01-04-2022,Food Processing,0.5,8
3103,23_1,Nalgonda,01-04-2022,Plastic and Rubber,0.8719,6
3104,23_1,Nalgonda,01-05-2022,Pharmaceuticals and Chemicals,5.52,60
3105,23_1,Nalgonda,01-06-2022,Food Processing,6.18,31
3106,23_1,Nalgonda,01-06-2022,Granite and Stone Crushing,1.86,15
3107,23_1,Nalgonda,01-06-2022,Others,0.5,8
3108,23_1,Nalgonda,01-06-2022,Pharmaceuticals and Chemicals,19.05,140
3109,23_1,Nalgonda,01-07-2022,Plastic and Rubber,0.15,6
3110,23_1,Nalgonda,01-07-2022,Agro based incl Cold Storages,1.0,4
3111,23_1,Nalgonda,01-07-2022,Others,4.914,15
3112,23_1,Nalgonda,01-07-2022,Food Processing,2.3763,25
3113,23_1,Nalgonda,01-08-2022,Food Processing,27.4052,53
3114,23_1,Nalgonda,01-09-2022,Beverages,0.2134,4
3115,23_1,Nalgonda,01-09-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.9459,13
3116,23_1,Nalgonda,01-09-2022,Food Processing,1.126,23
3117,23_1,Nalgonda,01-09-2022,Others,0.25,5
3118,23_1,Nalgonda,01-10-2022,Beverages,0.85,9
3119,23_1,Nalgonda,01-10-2022,Food Processing,0.8074,5
3120,23_1,Nalgonda,01-10-2022,Others,0.4936,4
3121,23_1,Nalgonda,01-10-2022,Pharmaceuticals and Chemicals,8.0,9
3122,23_1,Nalgonda,01-11-2022,Food Processing,0.11,100
3123,23_1,Nalgonda,01-11-2022,Engineering,0.3,12
3124,23_1,Nalgonda,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,4
3125,23_1,Nalgonda,01-12-2022,Food Processing,5.39,19
3126,23_1,Nalgonda,01-12-2022,Engineering,0.1126,15
3127,23_1,Nalgonda,01-12-2022,Pharmaceuticals and Chemicals,0.4992,20
3128,23_1,Nalgonda,01-12-2022,Plastic and Rubber,0.2465,4
3129,23_1,Nalgonda,01-12-2022,Textiles,1.88,12
3130,23_1,Nalgonda,01-01-2023,Beverages,0.678,4
3131,23_1,Nalgonda,01-01-2023,Wood and Leather,0.19,11
3132,23_1,Nalgonda,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.586,3
3133,23_1,Nalgonda,01-02-2023,Engineering,0.5,4
3134,23_1,Nalgonda,01-02-2023,Food Processing,1.449,15
3135,23_1,Nalgonda,01-02-2023,Wood and Leather,0.07,2
3136,23_1,Nalgonda,01-03-2023,Pharmaceuticals and Chemicals,27.0,75
3137,23_1,Nalgonda,01-03-2023,Paper and Printing,0.244,2
3138,23_1,Nalgonda,01-03-2023,Food Processing,229.7,408
3139,23_1,Nalgonda,01-03-2023,Engineering,0.05,10
3140,23_1,Nalgonda,01-03-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,4
3141,14_5,Narayanpet,01-04-2019,Food Processing,0.92,20
3142,14_5,Narayanpet,01-09-2019,Food Processing,1.1,18
3143,14_5,Narayanpet,01-09-2019,Granite and Stone Crushing,1.3,8
3144,14_5,Narayanpet,01-12-2019,Food Processing,0.9693,8
3145,14_5,Narayanpet,01-02-2020,Food Processing,0.15,10
3146,14_5,Narayanpet,01-09-2020,Food Processing,1.1122,50
3147,14_5,Narayanpet,01-11-2020,Food Processing,0.0034,24
3148,14_5,Narayanpet,01-12-2020,Food Processing,2.1301,27
3149,14_5,Narayanpet,01-12-2020,Textiles,3.01,20
3150,14_5,Narayanpet,01-03-2021,Textiles,2.829,8
3151,14_5,Narayanpet,01-03-2021,Food Processing,3.465,15
3152,14_5,Narayanpet,01-04-2021,Textiles,7.564,50
3153,14_5,Narayanpet,01-05-2021,Food Processing,0.67,10
3154,14_5,Narayanpet,01-06-2021,Plastic and Rubber,0.2253,8
3155,14_5,Narayanpet,01-07-2021,Food Processing,0.105,3
3156,14_5,Narayanpet,01-07-2021,Textiles,8.7384,40
3157,14_5,Narayanpet,01-08-2021,Food Processing,0.965,10
3158,14_5,Narayanpet,01-11-2021,Food Processing,4.8026,45
3159,14_5,Narayanpet,01-12-2021,Plastic and Rubber,0.955,20
3160,14_5,Narayanpet,01-01-2022,Pharmaceuticals and Chemicals,2.26,20
3161,14_5,Narayanpet,01-01-2022,Food Processing,1.76,20
3162,14_5,Narayanpet,01-01-2022,Beverages,852.5,700
3163,14_5,Narayanpet,01-02-2022,Others,0.229,8
3164,14_5,Narayanpet,01-02-2022,Food Processing,1.1614,18
3165,14_5,Narayanpet,01-02-2022,Beverages,602.5,500
3166,14_5,Narayanpet,01-03-2022,Granite and Stone Crushing,0.94,9
3167,14_5,Narayanpet,01-03-2022,Food Processing,0.25,5
3168,14_5,Narayanpet,01-03-2022,Pharmaceuticals and Chemicals,0.46,10
3169,14_5,Narayanpet,01-04-2022,Food Processing,1.5573,25
3170,14_5,Narayanpet,01-04-2022,Plastic and Rubber,0.245,5
3171,14_5,Narayanpet,01-05-2022,Food Processing,2.76,35
3172,14_5,Narayanpet,01-06-2022,Textiles,0.229,10
3173,14_5,Narayanpet,01-07-2022,Food Processing,2.85,20
3174,14_5,Narayanpet,01-08-2022,Food Processing,6.2031,43
3175,14_5,Narayanpet,01-08-2022,Agro based incl Cold Storages,3.2,20
3176,14_5,Narayanpet,01-09-2022,Food Processing,1.4875,20
3177,14_5,Narayanpet,01-10-2022,Food Processing,3.535,30
3178,14_5,Narayanpet,01-11-2022,Food Processing,3.2914,20
3179,14_5,Narayanpet,01-01-2023,Pharmaceuticals and Chemicals,0.4,10
3180,14_5,Narayanpet,01-01-2023,Others,7.3145,15
3181,14_5,Narayanpet,01-01-2023,Food Processing,1.9387,30
3182,14_5,Narayanpet,01-02-2023,Food Processing,0.06,10
3183,14_5,Narayanpet,01-02-2023,Beverages,12.0,1
3184,14_5,Narayanpet,01-03-2023,Agro based incl Cold Storages,59.7028,50
3185,14_5,Narayanpet,01-03-2023,Food Processing,5.8325,40
3186,19_2,Nirmal,01-04-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.03,3
3187,19_2,Nirmal,01-04-2019,Engineering,0.03,0
3188,19_2,Nirmal,01-05-2019,Agro based incl Cold Storages,0.24,20
3189,19_2,Nirmal,01-05-2019,Food Processing,0.0,2
3190,19_2,Nirmal,01-05-2019,Textiles,0.17,10
3191,19_2,Nirmal,01-06-2019,Food Processing,1.2,15
3192,19_2,Nirmal,01-06-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0,15
3193,19_2,Nirmal,01-07-2019,Engineering,0.0,5
3194,19_2,Nirmal,01-07-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0,8
3195,19_2,Nirmal,01-08-2019,Engineering,0.0,7
3196,19_2,Nirmal,01-08-2019,Food Processing,0.0,3
3197,19_2,Nirmal,01-09-2019,Agro based incl Cold Storages,0.08,3
3198,19_2,Nirmal,01-09-2019,Beverages,0.0,3
3199,19_2,Nirmal,01-09-2019,Food Processing,0.0,2
3200,19_2,Nirmal,01-10-2019,Textiles,0.7,20
3201,19_2,Nirmal,01-10-2019,Plastic and Rubber,0.25,10
3202,19_2,Nirmal,01-10-2019,Food Processing,1.956,15
3203,19_2,Nirmal,01-10-2019,Engineering,0.9,15
3204,19_2,Nirmal,01-11-2019,Food Processing,0.1,9
3205,19_2,Nirmal,01-12-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,5
3206,19_2,Nirmal,01-12-2019,Others,0.1,50
3207,19_2,Nirmal,01-01-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.24,15
3208,19_2,Nirmal,01-01-2020,Food Processing,0.1,18
3209,19_2,Nirmal,01-02-2020,Pharmaceuticals and Chemicals,0.4,20
3210,19_2,Nirmal,01-02-2020,Granite and Stone Crushing,0.1,9
3211,19_2,Nirmal,01-02-2020,Food Processing,0.42,10
3212,19_2,Nirmal,01-02-2020,Engineering,0.0,5
3213,19_2,Nirmal,01-03-2020,Food Processing,1.2,27
3214,19_2,Nirmal,01-04-2020,Food Processing,3.339,20
3215,19_2,Nirmal,01-06-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,10
3216,19_2,Nirmal,01-06-2020,Engineering,0.1,6
3217,19_2,Nirmal,01-06-2020,Food Processing,0.4625,8
3218,19_2,Nirmal,01-07-2020,Granite and Stone Crushing,0.19,10
3219,19_2,Nirmal,01-07-2020,Engineering,3.1968,15
3220,19_2,Nirmal,01-07-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,8
3221,19_2,Nirmal,01-08-2020,Food Processing,4.2895,51
3222,19_2,Nirmal,01-08-2020,Engineering,0.09,3
3223,19_2,Nirmal,01-08-2020,Beverages,0.04,2
3224,19_2,Nirmal,01-09-2020,Engineering,0.0,4
3225,19_2,Nirmal,01-09-2020,Food Processing,0.05,3
3226,19_2,Nirmal,01-10-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,21
3227,19_2,Nirmal,01-10-2020,Granite and Stone Crushing,0.23,20
3228,19_2,Nirmal,01-10-2020,Engineering,0.2,12
3229,19_2,Nirmal,01-10-2020,Food Processing,6.7464,54
3230,19_2,Nirmal,01-11-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5775,28
3231,19_2,Nirmal,01-11-2020,Beverages,0.385,12
3232,19_2,Nirmal,01-11-2020,Agro based incl Cold Storages,5.5392,19
3233,19_2,Nirmal,01-11-2020,Food Processing,0.13,9
3234,19_2,Nirmal,01-12-2020,Granite and Stone Crushing,0.23,20
3235,19_2,Nirmal,01-12-2020,Engineering,0.08,3
3236,19_2,Nirmal,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.36,30
3237,19_2,Nirmal,01-02-2021,Agro based incl Cold Storages,12.25,35
3238,19_2,Nirmal,01-02-2021,Wood and Leather,0.11,30
3239,19_2,Nirmal,01-02-2021,Others,0.105,4
3240,19_2,Nirmal,01-02-2021,Food Processing,0.05,2
3241,19_2,Nirmal,01-02-2021,Engineering,0.18,25
3242,19_2,Nirmal,01-02-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.45,34
3243,19_2,Nirmal,01-02-2021,Automobile,0.065,4
3244,19_2,Nirmal,01-03-2021,Food Processing,0.205,22
3245,19_2,Nirmal,01-03-2021,Engineering,1.1194,19
3246,19_2,Nirmal,01-03-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,3
3247,19_2,Nirmal,01-03-2021,Beverages,0.06,3
3248,19_2,Nirmal,01-04-2021,Automobile,0.25,8
3249,19_2,Nirmal,01-04-2021,Engineering,0.04,4
3250,19_2,Nirmal,01-04-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,3
3251,19_2,Nirmal,01-04-2021,Food Processing,0.16,8
3252,19_2,Nirmal,01-05-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,3
3253,19_2,Nirmal,01-05-2021,Food Processing,0.23,6
3254,19_2,Nirmal,01-06-2021,Agro based incl Cold Storages,0.19,3
3255,19_2,Nirmal,01-06-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3975,14
3256,19_2,Nirmal,01-06-2021,Food Processing,0.71,0
3257,19_2,Nirmal,01-07-2021,Food Processing,0.8581,10
3258,19_2,Nirmal,01-07-2021,Engineering,0.28,11
3259,19_2,Nirmal,01-07-2021,Agro based incl Cold Storages,4.805,18
3260,19_2,Nirmal,01-08-2021,Engineering,0.2,4
3261,19_2,Nirmal,01-08-2021,Food Processing,0.0,8
3262,19_2,Nirmal,01-08-2021,Others,0.0,8
3263,19_2,Nirmal,01-09-2021,Engineering,0.55,5
3264,19_2,Nirmal,01-09-2021,Food Processing,1.8017,31
3265,19_2,Nirmal,01-10-2021,Engineering,0.05,3
3266,19_2,Nirmal,01-10-2021,Food Processing,0.29,15
3267,19_2,Nirmal,01-11-2021,Food Processing,3.206,72
3268,19_2,Nirmal,01-11-2021,Engineering,1.83,17
3269,19_2,Nirmal,01-11-2021,Automobile,0.16,3
3270,19_2,Nirmal,01-12-2021,Food Processing,5.82,40
3271,19_2,Nirmal,01-01-2022,Engineering,0.04,4
3272,19_2,Nirmal,01-01-2022,Food Processing,0.2,6
3273,19_2,Nirmal,01-01-2022,Wood and Leather,0.0,8
3274,19_2,Nirmal,01-02-2022,Beverages,0.18,5
3275,19_2,Nirmal,01-02-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,20
3276,19_2,Nirmal,01-02-2022,Food Processing,4.01,33
3277,19_2,Nirmal,01-03-2022,Agro based incl Cold Storages,0.2,10
3278,19_2,Nirmal,01-03-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.07,4
3279,19_2,Nirmal,01-04-2022,Electrical and Electronic Products,1.078,1
3280,19_2,Nirmal,01-04-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,3
3281,19_2,Nirmal,01-04-2022,Engineering,0.13,3
3282,19_2,Nirmal,01-04-2022,Solar and Other Renewable Energy,0.44,4
3283,19_2,Nirmal,01-05-2022,Food Processing,0.13,10
3284,19_2,Nirmal,01-05-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,8
3285,19_2,Nirmal,01-06-2022,Plastic and Rubber,0.05,4
3286,19_2,Nirmal,01-07-2022,Food Processing,1.0,10
3287,19_2,Nirmal,01-07-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,3
3288,19_2,Nirmal,01-09-2022,Plastic and Rubber,0.0587,1
3289,19_2,Nirmal,01-09-2022,Food Processing,4.7,79
3290,19_2,Nirmal,01-09-2022,Engineering,1.93,18
3291,19_2,Nirmal,01-10-2022,Food Processing,0.2,12
3292,19_2,Nirmal,01-10-2022,Agro based incl Cold Storages,0.95,5
3293,19_2,Nirmal,01-11-2022,Food Processing,2.4,34
3294,19_2,Nirmal,01-11-2022,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.87,17
3295,19_2,Nirmal,01-01-2023,Food Processing,0.609,1
3296,19_2,Nirmal,01-02-2023,Engineering,0.24,15
3297,19_2,Nirmal,01-02-2023,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.16,10
3298,19_2,Nirmal,01-03-2023,Food Processing,0.5,27
3299,19_2,Nirmal,01-03-2023,Agro based incl Cold Storages,0.25,7
3300,18_1,Nizamabad,01-04-2019,Pharmaceuticals and Chemicals,0.3,8
3301,18_1,Nizamabad,01-04-2019,Agro based incl Cold Storages,0.2,12
3302,18_1,Nizamabad,01-04-2019,Engineering,0.06,4
3303,18_1,Nizamabad,01-05-2019,Engineering,0.021,3
3304,18_1,Nizamabad,01-05-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1575,4
3305,18_1,Nizamabad,01-05-2019,Beverages,0.22,2
3306,18_1,Nizamabad,01-05-2019,Others,0.515,8
3307,18_1,Nizamabad,01-05-2019,Food Processing,0.02,9
3308,18_1,Nizamabad,01-06-2019,Agro based incl Cold Storages,0.18,2
3309,18_1,Nizamabad,01-06-2019,Engineering,0.3877,13
3310,18_1,Nizamabad,01-06-2019,Food Processing,0.03,1
3311,18_1,Nizamabad,01-06-2019,Paper and Printing,0.25,16
3312,18_1,Nizamabad,01-06-2019,Wood and Leather,0.03,2
3313,18_1,Nizamabad,01-07-2019,Agro based incl Cold Storages,0.05,4
3314,18_1,Nizamabad,01-07-2019,Beverages,0.1928,5
3315,18_1,Nizamabad,01-07-2019,Engineering,0.027,2
3316,18_1,Nizamabad,01-07-2019,Food Processing,0.515,14
3317,18_1,Nizamabad,01-07-2019,Plastic and Rubber,1.55,5
3318,18_1,Nizamabad,01-08-2019,Beverages,0.02,2
3319,18_1,Nizamabad,01-08-2019,Engineering,0.29,14
3320,18_1,Nizamabad,01-08-2019,Food Processing,4.3438,14
3321,18_1,Nizamabad,01-08-2019,Granite and Stone Crushing,0.18,4
3322,18_1,Nizamabad,01-08-2019,Wood and Leather,0.24,5
3323,18_1,Nizamabad,01-09-2019,Agro based incl Cold Storages,0.39,2
3324,18_1,Nizamabad,01-09-2019,Food Processing,0.9452,41
3325,18_1,Nizamabad,01-09-2019,Engineering,1.6776,10
3326,18_1,Nizamabad,01-09-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.98,15
3327,18_1,Nizamabad,01-10-2019,Others,0.236,15
3328,18_1,Nizamabad,01-10-2019,Plastic and Rubber,1.144,11
3329,18_1,Nizamabad,01-10-2019,Food Processing,8.14,45
3330,18_1,Nizamabad,01-10-2019,Wood and Leather,0.2,10
3331,18_1,Nizamabad,01-10-2019,Engineering,0.5056,15
3332,18_1,Nizamabad,01-10-2019,Beverages,0.3371,9
3333,18_1,Nizamabad,01-10-2019,Agro based incl Cold Storages,2.4395,18
3334,18_1,Nizamabad,01-10-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.234,9
3335,18_1,Nizamabad,01-11-2019,Food Processing,0.26,9
3336,18_1,Nizamabad,01-11-2019,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5,10
3337,18_1,Nizamabad,01-11-2019,Wood and Leather,0.02,2
3338,18_1,Nizamabad,01-11-2019,Beverages,0.15,3
3339,18_1,Nizamabad,01-11-2019,Agro based incl Cold Storages,0.21,6
3340,18_1,Nizamabad,01-12-2019,Engineering,0.1875,12
3341,18_1,Nizamabad,01-12-2019,Beverages,0.03,2
3342,18_1,Nizamabad,01-12-2019,Food Processing,0.9382,15
3343,18_1,Nizamabad,01-01-2020,Agro based incl Cold Storages,0.97,32
3344,18_1,Nizamabad,01-01-2020,Electrical and Electronic Products,0.08,5
3345,18_1,Nizamabad,01-01-2020,Engineering,1.1605,29
3346,18_1,Nizamabad,01-01-2020,Food Processing,0.07,4
3347,18_1,Nizamabad,01-02-2020,Food Processing,3.664,43
3348,18_1,Nizamabad,01-02-2020,Agro based incl Cold Storages,0.2156,4
3349,18_1,Nizamabad,01-02-2020,Engineering,0.0,20
3350,18_1,Nizamabad,01-02-2020,Plastic and Rubber,0.04,4
3351,18_1,Nizamabad,01-03-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.06,7
3352,18_1,Nizamabad,01-03-2020,Granite and Stone Crushing,0.1111,4
3353,18_1,Nizamabad,01-03-2020,Food Processing,2.1,30
3354,18_1,Nizamabad,01-03-2020,Agro based incl Cold Storages,0.22,6
3355,18_1,Nizamabad,01-03-2020,Engineering,0.03,1
3356,18_1,Nizamabad,01-04-2020,Beverages,0.04,4
3357,18_1,Nizamabad,01-05-2020,Others,1.0,4
3358,18_1,Nizamabad,01-05-2020,Food Processing,0.3015,3
3359,18_1,Nizamabad,01-05-2020,Agro based incl Cold Storages,0.24,4
3360,18_1,Nizamabad,01-05-2020,Wood and Leather,0.0625,4
3361,18_1,Nizamabad,01-06-2020,Agro based incl Cold Storages,0.145,2
3362,18_1,Nizamabad,01-06-2020,Engineering,0.0791,6
3363,18_1,Nizamabad,01-06-2020,Food Processing,0.7429,29
3364,18_1,Nizamabad,01-06-2020,Granite and Stone Crushing,0.9026,10
3365,18_1,Nizamabad,01-06-2020,Plastic and Rubber,1.6004,10
3366,18_1,Nizamabad,01-07-2020,Engineering,0.09,8
3367,18_1,Nizamabad,01-07-2020,Agro based incl Cold Storages,0.4612,4
3368,18_1,Nizamabad,01-07-2020,Food Processing,6.2815,64
3369,18_1,Nizamabad,01-08-2020,Engineering,0.055,3
3370,18_1,Nizamabad,01-08-2020,Food Processing,1.724,30
3371,18_1,Nizamabad,01-08-2020,Agro based incl Cold Storages,0.17,6
3372,18_1,Nizamabad,01-08-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1,8
3373,18_1,Nizamabad,01-09-2020,Agro based incl Cold Storages,0.19,2
3374,18_1,Nizamabad,01-09-2020,Beverages,0.08,2
3375,18_1,Nizamabad,01-09-2020,Engineering,0.05,8
3376,18_1,Nizamabad,01-09-2020,Pharmaceuticals and Chemicals,5.89,20
3377,18_1,Nizamabad,01-09-2020,Food Processing,1.6229,23
3378,18_1,Nizamabad,01-10-2020,Food Processing,2.0285,47
3379,18_1,Nizamabad,01-10-2020,Wood and Leather,0.0953,5
3380,18_1,Nizamabad,01-10-2020,Engineering,0.9126,19
3381,18_1,Nizamabad,01-10-2020,Agro based incl Cold Storages,0.3,4
3382,18_1,Nizamabad,01-11-2020,Wood and Leather,0.89,5
3383,18_1,Nizamabad,01-11-2020,Granite and Stone Crushing,0.1,5
3384,18_1,Nizamabad,01-11-2020,Food Processing,0.9526,18
3385,18_1,Nizamabad,01-11-2020,Engineering,0.1756,7
3386,18_1,Nizamabad,01-11-2020,Beverages,0.05,2
3387,18_1,Nizamabad,01-11-2020,Agro based incl Cold Storages,0.2561,7
3388,18_1,Nizamabad,01-12-2020,Agro based incl Cold Storages,0.24,4
3389,18_1,Nizamabad,01-12-2020,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.19,2
3390,18_1,Nizamabad,01-12-2020,Engineering,0.1813,7
3391,18_1,Nizamabad,01-12-2020,Food Processing,0.6338,34
3392,18_1,Nizamabad,01-12-2020,Wood and Leather,0.1531,5
3393,18_1,Nizamabad,01-01-2021,Others,0.1951,4
3394,18_1,Nizamabad,01-01-2021,Food Processing,1.0557,47
3395,18_1,Nizamabad,01-01-2021,Engineering,0.3952,11
3396,18_1,Nizamabad,01-01-2021,Beverages,0.03,2
3397,18_1,Nizamabad,01-02-2021,Agro based incl Cold Storages,0.482,10
3398,18_1,Nizamabad,01-02-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.085,5
3399,18_1,Nizamabad,01-02-2021,Engineering,0.251,14
3400,18_1,Nizamabad,01-02-2021,Food Processing,1.0585,15
3401,18_1,Nizamabad,01-02-2021,Plastic and Rubber,7.05,20
3402,18_1,Nizamabad,01-03-2021,Agro based incl Cold Storages,2.4942,43
3403,18_1,Nizamabad,01-03-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3012,15
3404,18_1,Nizamabad,01-03-2021,Food Processing,4.2257,56
3405,18_1,Nizamabad,01-03-2021,Wood and Leather,0.544,11
3406,18_1,Nizamabad,01-03-2021,Paper and Printing,0.6858,12
3407,18_1,Nizamabad,01-03-2021,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.15,50
3408,18_1,Nizamabad,01-03-2021,Engineering,4.7012,71
3409,18_1,Nizamabad,01-04-2021,Granite and Stone Crushing,0.24,8
3410,18_1,Nizamabad,01-04-2021,Food Processing,2.3982,25
3411,18_1,Nizamabad,01-04-2021,Engineering,0.74,11
3412,18_1,Nizamabad,01-04-2021,Others,0.2,5
3413,18_1,Nizamabad,01-05-2021,Agro based incl Cold Storages,1.5812,5
3414,18_1,Nizamabad,01-05-2021,Engineering,0.05,5
3415,18_1,Nizamabad,01-05-2021,Pharmaceuticals and Chemicals,0.1,4
3416,18_1,Nizamabad,01-06-2021,Food Processing,1.814,30
3417,18_1,Nizamabad,01-06-2021,Engineering,0.154,10
3418,18_1,Nizamabad,01-06-2021,Agro based incl Cold Storages,1.4975,24
3419,18_1,Nizamabad,01-07-2021,Beverages,0.0911,5
3420,18_1,Nizamabad,01-07-2021,Paper and Printing,0.221,10
3421,18_1,Nizamabad,01-07-2021,Food Processing,0.887,17
3422,18_1,Nizamabad,01-07-2021,Engineering,0.3,5
3423,18_1,Nizamabad,01-07-2021,Agro based incl Cold Storages,0.2494,5
3424,18_1,Nizamabad,01-08-2021,Agro based incl Cold Storages,0.5675,9
3425,18_1,Nizamabad,01-08-2021,Beverages,0.035,1
3426,18_1,Nizamabad,01-08-2021,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.212,5
3427,18_1,Nizamabad,01-08-2021,Engineering,0.706,10
3428,18_1,Nizamabad,01-08-2021,Food Processing,9.3117,65
3429,18_1,Nizamabad,01-08-2021,Pharmaceuticals and Chemicals,0.16,4
